node,in_degree,out_degree,degree,clustering
22678,48,11,59,0.16653061224489796
22681,30,7,37,0.14453781512605043
22700,16,37,53,0.17101449275362318
22713,3,3,6,0.5
22714,68,110,178,0.24422657952069718
22721,9,28,37,0.25882352941176473
22722,25,51,76,0.3972027972027972
22734,35,18,53,0.2057142857142857
22762,7,33,40,0.32196969696969696
22775,35,34,69,0.4479385045422781
22779,96,10,106,0.19881188118811882
22781,79,3,82,0.21940928270042195
22784,41,30,71,0.2125874125874126
22798,7,8,15,0.3626373626373626
22804,25,17,42,0.4426450742240216
22806,28,57,85,0.2639240506329114
22809,30,88,118,0.25853202431042543
22832,53,46,99,0.266358024691358
22875,9,39,48,0.13630229419703105
22902,9,56,65,0.29135338345864664
22962,14,75,89,0.27341162300511895
22969,10,74,84,0.2336842105263158
22990,102,42,144,0.1967016491754123
22997,49,111,160,0.26282820205251234
23003,70,30,100,0.28187042842215254
23014,7,13,20,0.24836601307189543
23019,13,54,67,0.3347435219460603
23020,10,4,14,0.20512820512820512
23048,0,18,18,0.1830065359477124
23049,7,45,52,0.30064754856614245
23087,1,40,41,0.2951219512195122
23096,6,1,7,0.19047619047619047
23117,6,1,7,0.06666666666666667
23118,19,91,110,0.2024310425432445
23129,7,65,72,0.2067603160667252
23130,7,24,31,0.30114942528735633
23132,26,16,42,0.1873015873015873
23197,54,18,72,0.15844155844155844
23210,4,17,21,0.17647058823529413
23236,8,58,66,0.13502824858757062
23276,4,50,54,0.23673469387755103
23283,9,12,21,0.29411764705882354
23303,7,74,81,0.21693693693693694
23314,4,37,41,0.145748987854251
23371,1,19,20,0.25263157894736843
23389,19,6,25,0.2761904761904762
23395,44,111,155,0.34267486899065847
23399,26,53,79,0.4015195791934541
23417,17,41,58,0.30917874396135264
23430,70,71,141,0.35077366902701285
23434,12,54,66,0.2957334891876096
23455,37,38,75,0.39420289855072466
23460,23,16,39,0.5688405797101449
23461,3,3,6,0.3333333333333333
23472,28,51,79,0.363382250174703
23537,7,7,14,0.5357142857142857
23538,1,15,16,0.12380952380952381
23539,5,8,13,0.17857142857142858
23576,67,1,68,0.13871817383669885
23604,1,0,1,0.0
23663,4,8,12,0.13333333333333333
23668,28,33,61,0.2956259426847662
23688,27,2,29,0.05026455026455026
23690,14,0,14,0.32967032967032966
23796,35,72,107,0.2797531589773729
23816,8,20,28,0.25296442687747034
23823,59,34,93,0.13846153846153847
23854,13,20,33,0.5652173913043478
23946,54,79,133,0.368640350877193
23951,14,59,73,0.2855631940772078
23956,176,187,363,0.2177121771217712
23960,14,194,208,0.1930866453479519
23991,1,53,54,0.3389238294898672
24012,26,31,57,0.18383167220376523
24048,14,22,36,0.21428571428571427
24079,6,3,9,0.26666666666666666
24099,38,8,46,0.3252032520325203
24156,35,43,78,0.21598639455782312
24192,30,25,55,0.2713178294573643
24194,2,1,3,0.0
24197,40,23,63,0.24818577648766327
24205,5,20,25,0.19523809523809524
24227,64,123,187,0.22154525386313464
24251,41,32,73,0.09990749306197964
24257,26,88,114,0.18824653607262304
24335,39,74,113,0.20196353436185133
24371,2,10,12,0.24444444444444444
24389,5,44,49,0.10887949260042283
24418,52,55,107,0.1545041432771986
24453,7,32,39,0.2903225806451613
24595,8,10,18,0.2
24610,37,46,83,0.4097693351424695
24642,9,9,18,0.05714285714285714
24644,13,58,71,0.17846339987900786
24673,2,25,27,0.23333333333333334
24676,20,12,32,0.1111111111111111
24703,10,5,15,0.22727272727272727
24714,4,56,60,0.33959899749373434
24742,68,39,107,0.21953601953601953
24765,25,15,40,0.40463458110516937
24792,2,6,8,0.4666666666666667
24804,36,26,62,0.2529699510831586
24821,5,11,16,0.18181818181818182
24831,4,6,10,0.14285714285714285
24857,41,50,91,0.35844155844155845
24882,5,24,29,0.2553846153846154
24883,15,48,63,0.23308270676691728
24917,41,105,146,0.2153392330383481
24927,7,18,25,0.16883116883116883
24954,12,80,92,0.20883534136546184
24959,19,120,139,0.25726744186046513
25006,16,61,77,0.22163461538461537
25019,2,3,5,0.1
25033,3,56,59,0.2974025974025974
25053,57,124,181,0.20178341606913036
25063,28,59,87,0.2830508474576271
25094,19,10,29,0.16666666666666666
25125,9,43,52,0.26215644820295986
25152,1,6,7,0.26666666666666666
25195,6,6,12,0.5357142857142857
25206,8,12,20,0.17647058823529413
25227,25,36,61,0.19946808510638298
25247,2,13,15,0.24358974358974358
25268,8,42,50,0.2311265969802555
25274,16,102,118,0.15019988577955454
25281,6,63,69,0.09831029185867896
25288,12,28,40,0.17204301075268819
25309,1,15,16,0.4166666666666667
25388,46,7,53,0.16046099290780141
25391,26,52,78,0.31641604010025065
25396,60,47,107,0.2981012658227848
25399,9,15,24,0.3157894736842105
25432,11,60,71,0.19326923076923078
25440,12,7,19,0.4725274725274725
25478,8,73,81,0.13513513513513514
25505,8,78,86,0.2699367088607595
25522,11,25,36,0.2328042328042328
25527,5,5,10,0.3333333333333333
25529,4,11,15,0.16363636363636364
25568,3,19,22,0.08187134502923976
25620,8,96,104,0.1900990099009901
25623,12,29,41,0.3058823529411765
25674,5,47,52,0.16666666666666666
25675,25,87,112,0.22191011235955055
25699,6,55,61,0.2074074074074074
25710,12,33,45,0.21212121212121213
25798,59,39,98,0.1844049247606019
25801,8,35,43,0.24761904761904763
25810,34,47,81,0.36700158646218933
25812,55,12,67,0.28287551139684397
25819,41,15,56,0.3617021276595745
25886,15,43,58,0.3458937198067633
25938,4,27,31,0.23931623931623933
25965,5,6,11,0.21428571428571427
26015,4,29,33,0.15024630541871922
26033,3,61,64,0.2083553675304072
26056,7,16,23,0.14619883040935672
26061,9,43,52,0.13691026827012026
26078,52,31,83,0.16228497241155468
26104,5,15,20,0.1
26118,1,27,28,0.24867724867724866
26126,58,25,83,0.26427962489343565
26129,91,109,200,0.3071327350023618
26135,40,37,77,0.33954802259887007
26152,64,10,74,0.12629399585921325
26153,26,24,50,0.396854764107308
26155,5,34,39,0.29747899159663865
26162,65,164,229,0.3223551552628041
26164,47,23,70,0.3183500793231095
26171,36,30,66,0.4447278911564626
26173,25,58,83,0.37736815156169995
26177,29,62,91,0.39133654202147355
26190,5,3,8,0.6666666666666666
26233,18,21,39,0.3433333333333333
26245,62,43,105,0.34572230014025246
26332,3,27,30,0.11576354679802955
26339,10,30,40,0.15913978494623657
26345,1,7,8,0.07142857142857142
26346,7,7,14,0.3888888888888889
26368,33,7,40,0.1763869132290185
26398,106,114,220,0.28539931406173447
26487,36,26,62,0.12594268476621417
26498,3,7,10,0.047619047619047616
26527,24,23,47,0.4318181818181818
26528,36,35,71,0.3333333333333333
26530,47,14,61,0.33843537414965985
26538,50,5,55,0.17889587700908455
26542,11,6,17,0.32051282051282054
26549,5,5,10,0.42857142857142855
26551,7,5,12,0.3333333333333333
26555,8,21,29,0.3903133903133903
26584,4,28,32,0.28078817733990147
26622,4,18,22,0.24836601307189543
26630,13,8,21,0.2916666666666667
26637,8,29,37,0.30303030303030304
26660,3,3,6,0.3
26681,5,15,20,0.21904761904761905
26720,10,82,92,0.17014399059653249
26728,22,14,36,0.2860215053763441
26733,10,43,53,0.20606060606060606
26747,19,12,31,0.2619047619047619
26752,2,15,17,0.25833333333333336
26755,61,39,100,0.22266773589949213
26799,25,6,31,0.14193548387096774
26809,9,33,42,0.19429590017825313
26871,6,11,17,0.19696969696969696
26890,8,27,35,0.1724137931034483
27004,24,1,25,0.15579710144927536
27011,3,8,11,0.25
27019,4,2,6,0.16666666666666666
27025,13,1,14,0.0
27030,30,3,33,0.17943548387096775
27050,11,52,63,0.2383116883116883
27065,6,11,17,0.2857142857142857
27067,9,10,19,0.2
27074,4,31,35,0.38446969696969696
27110,4,70,74,0.21159420289855072
27116,1,19,20,0.5473684210526316
27143,30,57,87,0.23787258912916423
27144,32,39,71,0.3826530612244898
27145,72,16,88,0.26712106458941903
27148,37,52,89,0.2616487455197133
27251,19,20,39,0.09956709956709957
27263,35,0,35,0.05042016806722689
27279,4,37,41,0.12802275960170698
27307,90,61,151,0.3321440706761808
27309,33,145,178,0.28879800045444215
27314,49,34,83,0.3093601269169751
27316,33,20,53,0.3803191489361702
27369,18,17,35,0.3165322580645161
27381,19,52,71,0.18330308529945555
27412,11,64,75,0.13690476190476192
27420,3,9,12,0.1111111111111111
27483,54,36,90,0.3989145183175034
27484,44,5,49,0.23478260869565218
27509,3,58,61,0.17664851784633998
27516,3,7,10,0.17857142857142858
27519,23,32,55,0.23404255319148937
27520,6,7,13,0.39285714285714285
27523,1,0,1,0.0
27617,68,31,99,0.28730099962976674
27679,3,10,13,0.21818181818181817
27724,6,13,19,0.325
27738,8,27,35,0.19959677419354838
27778,36,18,54,0.37272727272727274
27794,64,127,191,0.33042137718396714
27817,71,70,141,0.26442577030812325
27819,26,99,125,0.2781926811053025
27840,11,41,52,0.25624421831637373
27841,39,47,86,0.3643574828133263
27848,26,26,52,0.3641025641025641
27850,34,27,61,0.3681972789115646
27853,72,39,111,0.36295283663704714
27856,45,36,81,0.30701754385964913
27857,16,34,50,0.31126596980255516
27859,10,49,59,0.21333333333333335
27864,50,110,160,0.2585396825396825
27868,29,74,103,0.2231784279977051
27872,56,32,88,0.3363774733637747
27875,3,1,4,1.0
27877,19,10,29,0.4421052631578947
27887,5,7,12,0.39285714285714285
28070,12,26,38,0.1913978494623656
28086,11,25,36,0.2721774193548387
28089,24,33,57,0.25120772946859904
28137,19,21,40,0.33048433048433046
28264,5,16,21,0.24836601307189543
28304,51,31,82,0.35176651305683565
28316,5,9,14,0.23636363636363636
28345,5,6,11,0.5
28366,5,42,47,0.18484848484848485
28375,20,94,114,0.14890350877192982
28383,9,55,64,0.1494949494949495
28413,0,42,42,0.27409988385598144
28445,4,12,16,0.16666666666666666
28448,2,8,10,0.1111111111111111
28483,7,37,44,0.19743589743589743
28524,12,11,23,0.34065934065934067
28586,29,2,31,0.13763440860215054
28589,43,160,203,0.10423572744014734
28594,33,38,71,0.3435374149659864
28602,32,37,69,0.3200354609929078
28605,12,28,40,0.5476190476190477
28623,14,20,34,0.4057971014492754
28625,29,64,93,0.24228395061728394
28630,9,5,14,0.1388888888888889
28631,32,15,47,0.4637096774193548
28635,26,27,53,0.43993993993993996
28636,25,57,82,0.27348551360842843
28639,24,60,84,0.34108937070333156
28640,15,9,24,0.27450980392156865
28644,35,46,81,0.36721113127646704
28648,10,16,26,0.45263157894736844
28655,15,3,18,0.10833333333333334
28668,32,54,86,0.275
28672,24,19,43,0.47293447293447294
28683,10,2,12,0.28888888888888886
28687,6,15,21,0.4666666666666667
28698,18,41,59,0.28061224489795916
28704,24,86,110,0.218213058419244
28705,48,63,111,0.2951082598235766
28711,25,20,45,0.5770114942528736
28784,9,96,105,0.13445017182130584
28786,5,8,13,0.17777777777777778
28789,4,42,46,0.14285714285714285
28835,9,14,23,0.16911764705882354
28836,8,18,26,0.24242424242424243
28865,9,32,41,0.36174242424242425
28867,32,49,81,0.2847457627118644
28897,36,100,136,0.441747572815534
28917,7,15,22,0.3333333333333333
28919,37,42,79,0.38285714285714284
28960,40,97,137,0.21391752577319587
28961,33,91,124,0.22170452339351582
28962,27,76,103,0.1610960554049985
28965,27,90,117,0.22169135212613472
28970,38,69,107,0.24310425432445068
28995,50,61,111,0.273972602739726
28997,50,18,68,0.33722969023962596
29005,14,94,108,0.21469298245614035
29020,11,67,78,0.286215978928885
29021,25,107,132,0.19961206136483867
29049,4,16,20,0.05
29112,4,9,13,0.4090909090909091
29140,7,1,8,0.14285714285714285
29144,15,6,21,0.08088235294117647
29146,12,9,21,0.16666666666666666
29147,17,1,18,0.0
29184,10,32,42,0.30303030303030304
29233,34,10,44,0.1593172119487909
29237,10,25,35,0.11076923076923077
29248,9,15,24,0.1619047619047619
29252,13,25,38,0.36666666666666664
29256,19,22,41,0.49230769230769234
29259,38,55,93,0.22962382445141066
29261,12,32,44,0.24924924924924924
29270,20,10,30,0.16
29297,26,57,83,0.21945945945945947
29306,1,28,29,0.1748768472906404
29332,2,15,17,0.20952380952380953
29335,17,21,38,0.4804597701149425
29352,8,9,17,0.2761904761904762
29384,35,88,123,0.2691151202749141
29385,11,66,77,0.2912709181365898
29388,9,35,44,0.4189189189189189
29402,44,147,191,0.1529874213836478
29419,12,43,55,0.3324829931972789
29430,14,135,149,0.21390034909552522
29439,10,50,60,0.26995645863570394
29445,17,106,123,0.24951737451737452
29461,9,6,15,0.17777777777777778
29467,27,152,179,0.22865435781665727
29489,14,111,125,0.31604197901049474
29501,9,55,64,0.29135338345864664
29505,12,43,55,0.16943521594684385
29555,50,58,108,0.3718079673135853
29604,13,72,85,0.3150684931506849
29614,4,72,76,0.24804381846635368
29765,14,14,28,0.05263157894736842
29799,38,51,89,0.19627329192546583
29887,3,44,47,0.2251585623678647
29916,9,9,18,0.36363636363636365
29984,9,2,11,0.4444444444444444
30008,31,25,56,0.2941970310391363
30048,8,20,28,0.15714285714285714
30140,3,7,10,0.6785714285714286
30149,2,14,16,0.26373626373626374
30162,19,16,35,0.24074074074074073
30185,31,4,35,0.02217741935483871
30228,10,27,37,0.21975806451612903
30269,39,78,117,0.22719449225473323
30374,10,21,31,0.22134387351778656
30481,4,4,8,0.3
30482,3,22,25,0.2028985507246377
30488,1,0,1,0.0
30489,2,9,11,0.2222222222222222
30552,15,100,115,0.30867792661619103
30578,86,42,128,0.21316526610644257
30605,15,10,25,0.17647058823529413
30616,2,10,12,0.2909090909090909
30657,2,42,44,0.17770034843205576
30771,9,12,21,0.36764705882352944
30792,2,56,58,0.2349624060150376
30793,23,73,96,0.22661064425770308
30794,46,49,95,0.27883167720566093
30920,32,55,87,0.15974025974025974
30979,7,6,13,0.16666666666666666
30982,6,18,24,0.3157894736842105
31197,2,24,26,0.16666666666666666
31212,18,35,53,0.22179487179487178
31215,2,21,23,0.1422924901185771
31248,13,8,21,0.08571428571428572
31329,14,27,41,0.24516129032258063
31337,19,27,46,0.2672268907563025
31362,7,31,38,0.5463709677419355
31382,13,57,70,0.3268112109994712
31387,26,31,57,0.28012684989429176
31396,7,15,22,0.1523809523809524
31403,35,114,149,0.2701586032253765
31408,6,19,25,0.48221343873517786
31410,2,13,15,0.45054945054945056
31411,6,7,13,0.16666666666666666
31418,40,75,115,0.31121134020618557
31423,16,55,71,0.3169482846902202
31432,4,64,68,0.2400793650793651
31462,47,103,150,0.3205882352941177
31471,9,48,57,0.17469387755102042
31484,1,1,2,0.0
31488,31,24,55,0.23784355179704017
31490,7,14,21,0.43790849673202614
31544,2,30,32,0.11264367816091954
31617,13,0,13,0.038461538461538464
31634,1,25,26,0.24
31700,15,18,33,0.1380952380952381
31734,6,65,71,0.13942307692307693
31743,4,17,21,0.2647058823529412
31755,1,14,15,0.18681318681318682
31775,4,6,10,0.19047619047619047
31917,2,11,13,0.10606060606060606
31926,20,49,69,0.30566919929865577
31929,19,27,46,0.40463458110516937
31949,28,12,40,0.21921182266009853
32101,21,38,59,0.3893877551020408
32113,18,107,125,0.2052613361024576
32118,37,53,90,0.3030753968253968
32244,3,11,14,0.3076923076923077
32284,17,47,64,0.19984917043740574
32297,24,32,56,0.29082125603864734
32314,6,55,61,0.14675324675324675
32334,65,6,71,0.2041773231031543
32409,3,15,18,0.16666666666666666
32440,95,79,174,0.2684873949579832
32469,5,8,13,0.21428571428571427
32498,2,9,11,0.17777777777777778
32529,2,2,4,0.0
32592,4,51,55,0.33381712626995647
32611,7,32,39,0.19607843137254902
32645,3,91,94,0.2828475871954133
32664,21,57,78,0.5158953722334004
32688,6,11,17,0.21666666666666667
32692,7,14,21,0.21052631578947367
32735,17,16,33,0.029411764705882353
32740,18,119,137,0.10938612733228885
32747,2,42,44,0.18931475029036005
32789,3,24,27,0.09333333333333334
32841,3,3,6,0.3333333333333333
32844,1,2,3,1.0
32894,6,33,39,0.42857142857142855
32950,6,58,64,0.20734463276836157
33033,29,25,54,0.5047619047619047
33034,17,35,52,0.2167019027484144
33128,13,24,37,0.38768115942028986
33146,18,17,35,0.2676923076923077
33177,11,60,71,0.18030690537084398
33196,14,42,56,0.3388704318936877
33214,28,22,50,0.42328042328042326
33219,12,30,42,0.36088709677419356
33227,1,4,5,0.6666666666666666
33228,5,49,54,0.17431972789115646
33250,2,10,12,0.08888888888888889
33256,20,45,65,0.2828282828282828
33259,6,22,28,0.3203463203463203
33349,1,21,22,0.2619047619047619
33420,7,9,16,0.044444444444444446
33678,2,36,38,0.11428571428571428
33730,9,19,28,0.19523809523809524
33784,34,185,219,0.13969750336682896
33806,56,60,116,0.26619644723093
33807,3,2,5,0.0
33809,14,14,28,0.27485380116959063
33871,3,8,11,0.25
33947,50,27,77,0.3056497175141243
33952,38,28,66,0.36347517730496454
33954,44,49,93,0.2649122807017544
33958,6,12,18,0.5054945054945055
34005,11,20,31,0.2676923076923077
34050,2,3,5,0.3333333333333333
34148,13,21,34,0.11428571428571428
34226,12,4,16,0.16666666666666666
34280,10,9,19,0.48717948717948717
34290,7,14,21,0.175
34294,8,17,25,0.2426470588235294
34298,34,20,54,0.32727272727272727
34394,4,40,44,0.14102564102564102
34399,5,17,22,0.13725490196078433
34427,15,128,143,0.15348837209302327
34574,3,4,7,0.5
34608,8,31,39,0.1935483870967742
34616,15,19,34,0.42153846153846153
34618,39,27,66,0.31641604010025065
34677,11,3,14,0.03296703296703297
34719,7,2,9,0.10714285714285714
34929,11,26,37,0.14153846153846153
35006,6,6,12,0.14285714285714285
35059,6,35,41,0.3423076923076923
35088,23,26,49,0.7492877492877493
35124,5,16,21,0.15441176470588236
35140,6,17,23,0.2647058823529412
35156,16,123,139,0.1952530815630737
35180,36,34,70,0.277526395173454
35184,4,8,12,0.07142857142857142
35280,7,28,35,0.2671957671957672
35333,18,7,25,0.21578947368421053
35339,5,12,17,0.22727272727272727
35340,9,19,28,0.22
35344,15,34,49,0.18716577540106952
35390,36,104,140,0.2452352392376383
35391,27,28,55,0.19163292847503374
35401,25,96,121,0.31030619865571324
35404,6,16,22,0.19852941176470587
35475,3,18,21,0.3006535947712418
35640,1,15,16,0.29523809523809524
35726,107,153,260,0.266928011404134
35809,12,58,70,0.24915254237288137
35840,7,13,20,0.28205128205128205
35904,4,25,29,0.28205128205128205
35922,1,48,49,0.2570921985815603
35975,11,14,25,0.3216374269005848
35987,6,26,32,0.22507122507122507
35989,2,2,4,0.0
35993,7,21,28,0.21212121212121213
36015,5,5,10,0.9333333333333333
36029,7,3,10,0.6666666666666666
36082,19,67,86,0.3573059360730594
36083,76,31,107,0.30542210020590255
36124,5,13,18,0.13333333333333333
36233,6,12,18,0.2948717948717949
36258,6,12,18,0.3619047619047619
36264,22,79,101,0.2421972534332085
36268,44,117,161,0.3596757852077001
36269,25,42,67,0.49113475177304966
36271,11,130,141,0.1262477980035232
36282,89,83,172,0.43613138686131386
36289,74,58,132,0.27663366336633666
36292,73,47,120,0.45321436742164267
36293,41,10,51,0.4059196617336152
36294,6,9,15,0.16483516483516483
36297,78,48,126,0.4165050255686828
36298,39,12,51,0.47674418604651164
36300,44,110,154,0.40438709677419354
36303,16,19,35,0.391304347826087
36304,103,51,154,0.40707411573553304
36313,9,15,24,0.08496732026143791
36332,5,7,12,0.2
36358,24,18,42,0.33497536945812806
36428,6,9,15,0.4
36473,7,84,91,0.16246498599439776
36474,2,33,35,0.1268939393939394
36514,14,27,41,0.18160919540229886
36535,6,42,48,0.3526570048309179
36540,14,133,147,0.3465481886534518
36567,18,102,120,0.41267723102585485
36596,6,19,25,0.12380952380952381
36606,0,9,9,0.05555555555555555
36613,13,2,15,0.0380952380952381
36652,6,20,26,0.08947368421052632
36666,22,18,40,0.1645021645021645
36712,3,30,33,0.21839080459770116
36717,7,17,24,0.38095238095238093
36720,16,55,71,0.1820931639443436
36729,2,19,21,0.1761904761904762
36747,3,44,47,0.28383838383838383
36754,3,11,14,0.45454545454545453
36757,4,15,19,0.25
36799,32,37,69,0.15764705882352942
36808,45,113,158,0.21013852048334808
36869,4,13,17,0.26373626373626374
36874,6,5,11,0.2222222222222222
36961,10,8,18,0.20512820512820512
36969,4,5,9,0.21428571428571427
36981,19,16,35,0.45666666666666667
36989,75,9,84,0.0717154331612163
37043,4,6,10,0.3333333333333333
37049,4,20,24,0.1368421052631579
37153,25,62,87,0.2289002557544757
37176,9,44,53,0.1511627906976744
37219,45,43,88,0.3580669710806697
37221,43,1,44,0.2219873150105708
37231,34,41,75,0.2939068100358423
37341,56,1,57,0.2518796992481203
37343,6,12,18,0.45
37435,47,0,47,0.22201665124884365
37489,25,15,40,0.22916666666666666
37582,3,7,10,0.1111111111111111
37650,4,56,60,0.17906836055656383
37655,8,0,8,0.14285714285714285
37657,4,14,18,0.1978021978021978
37665,12,12,24,0.1695906432748538
37720,46,35,81,0.516734693877551
37726,50,37,87,0.40134680134680134
37727,27,34,61,0.5282392026578073
37728,46,38,84,0.5178451178451179
37733,26,41,67,0.386892177589852
37737,54,42,96,0.46616541353383456
37741,32,63,95,0.39807692307692305
37742,19,34,53,0.47368421052631576
37756,21,23,44,0.32976827094474154
37761,64,26,90,0.3192982456140351
37766,2,44,46,0.13107822410147993
37795,13,93,106,0.25252525252525254
37805,14,110,124,0.18252212389380532
37811,8,10,18,0.10606060606060606
37820,66,55,121,0.2327556914712878
37901,2,2,4,0.0
37914,8,3,11,0.1111111111111111
38053,10,54,64,0.11363636363636363
38070,3,4,7,0.2857142857142857
38082,6,9,15,0.14102564102564102
38089,12,20,32,0.08421052631578947
38090,3,11,14,0.09090909090909091
38224,19,0,19,0.0935672514619883
38226,60,17,77,0.23630672926447574
38228,10,7,17,0.15151515151515152
38236,9,15,24,0.28421052631578947
38252,1,2,3,1.0
38316,1,8,9,0.2777777777777778
38382,4,8,12,0.1111111111111111
38445,3,21,24,0.17391304347826086
38460,13,21,34,0.19
38472,1,10,11,0.044444444444444446
38603,8,8,16,0.5833333333333334
38634,3,8,11,0.39285714285714285
38789,2,22,24,0.16017316017316016
38804,26,31,57,0.4396135265700483
38834,19,34,53,0.3838383838383838
38899,7,2,9,0.39285714285714285
38900,18,6,24,0.3157894736842105
38914,2,37,39,0.22072072072072071
38942,32,28,60,0.492600422832981
38977,11,9,20,0.3137254901960784
39029,32,9,41,0.3940620782726046
39031,11,27,38,0.36186186186186187
39041,14,20,34,0.37566137566137564
39064,3,46,49,0.2618357487922705
39072,17,42,59,0.32728592162554426
39086,69,14,83,0.24
39089,21,17,38,0.49047619047619045
39103,13,1,14,0.3626373626373626
39132,4,32,36,0.17943548387096775
39225,4,6,10,0.5333333333333333
39263,5,41,46,0.23902439024390243
39336,4,18,22,0.3567251461988304
39356,4,21,25,0.2971014492753623
39411,9,3,12,0.24444444444444444
39412,15,86,101,0.3193979933110368
39420,6,44,50,0.2987588652482269
39421,5,12,17,0.4485294117647059
39434,49,27,76,0.23114754098360657
39456,19,18,37,0.5185185185185185
39497,23,15,38,0.27832512315270935
39563,3,14,17,0.09523809523809523
39574,20,66,86,0.21066271751203258
39582,16,64,80,0.24950396825396826
39657,5,9,14,0.5909090909090909
39660,22,36,58,0.3909191583610188
39688,19,48,67,0.1386066763425254
39797,21,75,96,0.3227848101265823
39867,15,30,45,0.25889046941678523
39869,5,21,26,0.4857142857142857
39874,18,23,41,0.38446969696969696
39889,35,32,67,0.43186582809224316
39892,37,54,91,0.40326340326340326
39893,3,37,40,0.4174174174174174
39898,3,55,58,0.38922558922558925
39919,3,13,16,0.31868131868131866
39928,9,7,16,0.5277777777777778
39965,9,9,18,0.32051282051282054
39992,8,7,15,0.23636363636363636
40036,3,26,29,0.25071225071225073
40049,10,23,33,0.09116809116809117
40084,7,39,46,0.1700404858299595
40233,9,34,43,0.2571428571428571
40240,33,50,83,0.4519230769230769
40374,6,30,36,0.2731182795698925
40384,6,6,12,0.38181818181818183
40396,8,40,48,0.1548780487804878
40415,21,115,136,0.15270785659801678
40441,37,23,60,0.34512195121951217
40445,15,47,62,0.4132730015082956
40451,35,1,36,0.326984126984127
40458,11,28,39,0.35698924731182796
40468,6,84,90,0.2280112044817927
40478,14,2,16,0.225
40505,41,28,69,0.41791979949874686
40507,17,39,56,0.30313588850174217
40550,12,56,68,0.15454545454545454
40575,4,34,38,0.1865546218487395
40592,7,58,65,0.3581920903954802
40649,0,7,7,0.42857142857142855
40698,20,9,29,0.23544973544973544
40699,28,4,32,0.15862068965517243
40725,3,11,14,0.16363636363636364
40737,2,2,4,0.3333333333333333
40754,7,23,30,0.2608695652173913
40815,4,61,65,0.2540983606557377
40817,127,141,268,0.2723247656833995
40863,6,39,45,0.19933554817275748
40912,5,3,8,0.6
40926,48,89,137,0.2803738317757009
40934,20,19,39,0.3230769230769231
40958,1,6,7,0.0
40971,7,45,52,0.19090909090909092
41067,5,9,14,0.2087912087912088
41069,27,40,67,0.2508735150244584
41073,24,96,120,0.20222634508348794
41130,59,20,79,0.2296626984126984
41170,27,40,67,0.3431372549019608
41180,11,43,54,0.2404040404040404
41183,34,97,131,0.34496314496314495
41186,30,81,111,0.3831932773109244
41189,37,109,146,0.4331600693056111
41243,8,14,22,0.13186813186813187
41254,9,59,68,0.21917007597895968
41367,6,30,36,0.13725490196078433
41477,14,14,28,0.2608695652173913
41526,4,17,21,0.14619883040935672
41551,6,35,41,0.33063427800269907
41777,6,58,64,0.11242937853107345
41791,5,37,42,0.2019914651493599
41809,13,16,29,0.1736842105263158
41812,31,43,74,0.2687074829931973
41831,3,26,29,0.30153846153846153
41855,17,47,64,0.26445578231292516
42042,15,130,145,0.22679833913141062
42046,39,119,158,0.2388364104765994
42051,11,28,39,0.39039039039039036
42092,3,57,60,0.4853107344632768
42094,9,10,19,0.26373626373626374
42095,20,46,66,0.10799319727891156
42112,4,4,8,0.0
42118,2,31,33,0.2540322580645161
42134,9,65,74,0.2537313432835821
42182,10,12,22,0.5
42211,4,9,13,0.2545454545454545
42291,28,76,104,0.2681318681318681
42302,5,33,38,0.3396825396825397
42303,12,60,72,0.25191256830601094
42326,6,26,32,0.14153846153846153
42368,5,9,14,0.2909090909090909
42418,5,23,28,0.35384615384615387
42492,14,23,37,0.10967741935483871
42574,61,51,112,0.24649859943977592
42578,44,52,96,0.28497241155469005
42619,2,139,141,0.16312056737588654
42623,15,1,16,0.25
42630,35,152,187,0.27208884533725297
42648,68,176,244,0.17420037007665873
42653,5,42,47,0.40310077519379844
42658,7,16,23,0.4052631578947368
42660,23,24,47,0.4080338266384778
42670,13,13,26,0.32105263157894737
42691,22,48,70,0.39592760180995473
42710,22,36,58,0.4064230343300111
42736,6,28,34,0.39314516129032256
42890,2,9,11,0.1388888888888889
42984,12,51,63,0.22082459818308875
43017,6,49,55,0.20211161387631976
43130,4,21,25,0.15584415584415584
43140,1,10,11,0.37777777777777777
43147,11,13,24,0.39920948616600793
43149,73,160,233,0.2773017815857473
43159,9,2,11,0.09090909090909091
43167,57,12,69,0.19150025601638504
43168,22,112,134,0.16551724137931034
43169,11,30,41,0.25133689839572193
43187,7,46,53,0.2950680272108844
43280,6,1,7,0.4666666666666667
43347,27,115,142,0.30890322580645163
43398,3,49,52,0.1828231292517007
43500,3,9,12,0.3055555555555556
43544,9,11,20,0.4411764705882353
43673,13,21,34,0.09230769230769231
43720,10,61,71,0.17028027498677947
43724,4,1,5,0.5
43735,5,23,28,0.23715415019762845
43741,13,20,33,0.11692307692307692
43766,7,14,21,0.475
43837,16,8,24,0.3241106719367589
43845,25,29,54,0.4235294117647059
43852,13,35,48,0.23809523809523808
43863,27,23,50,0.37516869095816463
43876,31,22,53,0.2564102564102564
43892,5,15,20,0.13333333333333333
43921,21,15,36,0.3399014778325123
44041,14,15,29,0.31666666666666665
44133,52,54,106,0.2829153605015674
44134,29,12,41,0.4153846153846154
44135,58,6,64,0.19871420222092342
44136,13,13,26,0.5294117647058824
44146,6,2,8,0.2857142857142857
